Deaths,Confirmed,Year,Month,Country_Name,Death_Rate,yyyy_mm
8,711,2020,4,Iceland,0.0113,2020/04
0,4,2020,5,Iceland,0.0,2020/05
0,1,2020,1,India,0.0,2020/01
0,2,2020,2,India,0.0,2020/02
32,1248,2020,3,India,0.0256,2020/03
1042,31799,2020,4,India,0.0328,2020/04
907,26612,2020,5,India,0.0341,2020/05
136,1528,2020,3,Indonesia,0.089,2020/03
656,8590,2020,4,Indonesia,0.0764,2020/04
167,3527,2020,5,Indonesia,0.0473,2020/05
6,695,2020,2,International conveyance (Diamond Princess),0.0086,2020/02
5,17,2020,3,International conveyance (Diamond Princess),0.2941,2020/03
2,0,2020,4,International conveyance (Diamond Princess),inf,2020/04
0,0,2020,5,International conveyance (Diamond Princess),,2020/05
43,593,2020,2,Iran (Islamic Republic of),0.0725,2020/02
2855,44013,2020,3,Iran (Islamic Republic of),0.0649,2020/03
3130,50034,2020,4,Iran (Islamic Republic of),0.0626,2020/04
561,11580,2020,5,Iran (Islamic Republic of),0.0484,2020/05
0,13,2020,2,Iraq,0.0,2020/02
46,617,2020,3,Iraq,0.0746,2020/03
46,1373,2020,4,Iraq,0.0335,2020/04
12,600,2020,5,Iraq,0.02,2020/05
54,2910,2020,3,Ireland,0.0186,2020/03
1136,17343,2020,4,Ireland,0.0655,2020/04
239,2288,2020,5,Ireland,0.1045,2020/05
0,42,2020,3,Isle of Man,0.0,2020/03
21,267,2020,4,Isle of Man,0.0787,2020/04
2,20,2020,5,Isle of Man,0.1,2020/05
0,7,2020,2,Israel,0.0,2020/02
17,4824,2020,3,Israel,0.0035,2020/03
195,10951,2020,4,Israel,0.0178,2020/04
33,662,2020,5,Israel,0.0498,2020/05
0,2,2020,1,Italy,0.0,2020/01
29,1126,2020,2,Italy,0.0258,2020/02
11562,100611,2020,3,Italy,0.1149,2020/03
16091,101852,2020,4,Italy,0.158,2020/04
2519,13594,2020,5,Italy,0.1853,2020/05
1,36,2020,3,Jamaica,0.0278,2020/03
6,345,2020,4,Jamaica,0.0174,2020/04
2,107,2020,5,Jamaica,0.0187,2020/05
0,17,2020,1,Japan,0.0,2020/01
5,222,2020,2,Japan,0.0225,2020/02
51,1714,2020,3,Japan,0.0298,2020/03
359,12135,2020,4,Japan,0.0296,2020/04
186,1540,2020,5,Japan,0.1208,2020/05
2,63,2020,3,Jersey,0.0317,2020/03
18,221,2020,4,Jersey,0.0814,2020/04
5,9,2020,5,Jersey,0.5556,2020/05
5,268,2020,3,Jordan,0.0187,2020/03
3,185,2020,4,Jordan,0.0162,2020/04
1,69,2020,5,Jordan,0.0145,2020/05
1,312,2020,3,Kazakhstan,0.0032,2020/03
24,3021,2020,4,Kazakhstan,0.0079,2020/04
6,1589,2020,5,Kazakhstan,0.0038,2020/05
1,50,2020,3,Kenya,0.02,2020/03
14,334,2020,4,Kenya,0.0419,2020/04
14,237,2020,5,Kenya,0.0591,2020/05
1,106,2020,3,Kosovo[1],0.0094,2020/03
21,693,2020,4,Kosovo[1],0.0303,2020/04
6,63,2020,5,Kosovo[1],0.0952,2020/05
0,45,2020,2,Kuwait,0.0,2020/02
0,244,2020,3,Kuwait,0.0,2020/03
26,3735,2020,4,Kuwait,0.007,2020/04
23,3599,2020,5,Kuwait,0.0064,2020/05
0,107,2020,3,Kyrgyzstan,0.0,2020/03
8,639,2020,4,Kyrgyzstan,0.0125,2020/04
4,185,2020,5,Kyrgyzstan,0.0216,2020/05
0,9,2020,3,Lao People's Democratic Republic,0.0,2020/03
0,10,2020,4,Lao People's Democratic Republic,0.0,2020/04
0,0,2020,5,Lao People's Democratic Republic,,2020/05
0,376,2020,3,Latvia,0.0,2020/03
15,473,2020,4,Latvia,0.0317,2020/04
3,79,2020,5,Latvia,0.038,2020/05
0,7,2020,2,Lebanon,0.0,2020/02
12,456,2020,3,Lebanon,0.0263,2020/03
12,262,2020,4,Lebanon,0.0458,2020/04
2,84,2020,5,Lebanon,0.0238,2020/05
0,3,2020,3,Liberia,0.0,2020/03
16,138,2020,4,Liberia,0.1159,2020/04
4,58,2020,5,Liberia,0.069,2020/05
0,8,2020,3,Libya,0.0,2020/03
2,53,2020,4,Libya,0.0377,2020/04
1,3,2020,5,Libya,0.3333,2020/05
0,64,2020,3,Liechtenstein,0.0,2020/03
1,19,2020,4,Liechtenstein,0.0526,2020/04
0,0,2020,5,Liechtenstein,,2020/05
0,1,2020,2,Lithuania,0.0,2020/02
7,483,2020,3,Lithuania,0.0145,2020/03
38,891,2020,4,Lithuania,0.0426,2020/04
4,61,2020,5,Lithuania,0.0656,2020/05
22,1988,2020,3,Luxembourg,0.0111,2020/03
67,1781,2020,4,Luxembourg,0.0376,2020/04
11,102,2020,5,Luxembourg,0.1078,2020/05
0,46,2020,3,Madagascar,0.0,2020/03
0,82,2020,4,Madagascar,0.0,2020/04
0,41,2020,5,Madagascar,0.0,2020/05
3,36,2020,4,Malawi,0.0833,2020/04
0,7,2020,5,Malawi,0.0,2020/05
0,8,2020,1,Malaysia,0.0,2020/01
0,16,2020,2,Malaysia,0.0,2020/02
37,2602,2020,3,Malaysia,0.0142,2020/03
63,3319,2020,4,Malaysia,0.019,2020/04
7,590,2020,5,Malaysia,0.0119,2020/05
0,17,2020,3,Maldives,0.0,2020/03
0,379,2020,4,Maldives,0.0,2020/04
3,348,2020,5,Maldives,0.0086,2020/05
0,18,2020,3,Mali,0.0,2020/03
25,464,2020,4,Mali,0.0539,2020/04
10,186,2020,5,Mali,0.0538,2020/05
0,156,2020,3,Malta,0.0,2020/03
4,307,2020,4,Malta,0.013,2020/04
1,26,2020,5,Malta,0.0385,2020/05
2,111,2020,3,Martinique,0.018,2020/03
12,64,2020,4,Martinique,0.1875,2020/04
0,8,2020,5,Martinique,0.0,2020/05
0,5,2020,3,Mauritania,0.0,2020/03
1,2,2020,4,Mauritania,0.5,2020/04
0,1,2020,5,Mauritania,0.0,2020/05
2,128,2020,3,Mauritius,0.0156,2020/03
8,204,2020,4,Mauritius,0.0392,2020/04
